FIPS,State,County,Median_HH_Inc_ACS,PerCapitaInc,Poverty_Rate_0_17_ACS,Poverty_Rate_ACS,Deep_Pov_All,Deep_Pov_Children,NumAll_inPOV_ACS,PCTPOV017,POV017,MedHHInc,POVALL,PCTPOVALL,Num_inPOV_0_17_ACS,Vets18OPct,GulfWar2VetsPct,GulfWar1VetsPct,VietnamEraVetsPct,KoreanWarVetsPct,WW2VetsPct,MaleVetsPct,FemaleVetsPct,WhiteNonHispVetsPct,BlackVetsPct,HispanicVetsPct,OtherRaceVetsPct,MedianVetsInc,MedianNonVetsInc,LessThanHSVetsPct,HighSchOnlyVetsPct,SomeCollegeVetsPct,CollegeDegreeVetsPct,LFPVetsRate,UEVetsRate,PctVetsPoor,PctNonVetsPoor,PctVetsDisabilty,PctNonVetsDisabilty,CivPopVets18to64Num,CivPop18ONum,Vets18ONum,NonVetsDisabilty,NonVetsPoor,VetsDisabilty,VetsPoor,CLFVets18to64Num
-1,US,United States,"Median household income (In 2021 dollars), 2017-21","Per capita Income in the past 12 months (In 2021 inflation adjusted dollars), 2017-21","Poverty rate for children age 0-17, 2017-21","Poverty rate, 2017-21","Deep poverty, 2017-21","Deep poverty for children, 2017-21","Number of people of all ages in poverty , 2017-21","Poverty rate for children age 0-17, 2021","Number of people age 0-17 in poverty, 2021","Median household income (In 2021 dollars), 2021","Number of people of all ages in poverty , 2021","Poverty rate, 2021","Number of people age 0-17 in poverty, 2017-21","Percent of the population that are veterans, 2017-21","Percent of veterans that served in the Gulf War period (09/01 or later), 2017-21","Percent of veterans that served in the Gulf War period (08/90-08/01), 2017-21","Percent of veterans that served in the Vietnam Era, 2017-21","Percent of veterans that served in the Korean War period, 2017-21","Percent of veterans that served in the World War II period, 2017-21","Percent of veterans that are male, 2017-21","Percent of veterans that are female, 2017-21","Percent of veterans that are White not Hispanic alone, 2017-21","Percent of veterans that are Black or African American alone, 2017-21","Percent of veterans that are Hispanic or Latino, 2017-21","Percent of veterans that are of another race or two or more races, 2017-21","Median income (In 2021 dollars) of veterans with income in the past 12 months, 2017-21","Median income (In 2021 dollars) of nonveterans with income in the past 12 months, 2017-21","Percent of veterans 25 years and over with less than high school diploma, 2017-21","Percent of veterans 25 and over with a high school diploma or GED only, 2017-21","Percent of veterans 25 and over with some college or Associate's degree, 2017-21","Percent of veterans 25 and over with a Bachelor's degree or higher, 2017-21","Labor force participation rate for veterans age 18 to 64, 2017-21","Unemployment rate for veterans age 18 to 64, 2017-21","Percent of veterans age 18 to 64 with income in the past 12 months at or below poverty level, 2017-21","Percent of nonveterans age 18 to 64 with income in the past 12 months at or below poverty level, 2017-21","Percent of veterans age 18 to 64 with a disability, 2017-21","Percent of nonveterans age 18 to 64 with a disability, 2017-21","Civilian population age 18 to 64 that are veterans, 2017-21","Civilian population 18 years and over, 2017-21","Civilian population 18 years and over that are veterans, 2017-21","Number of nonveterans age 18 to 64 with a disability, 2017-21","Number of nonveterans age 18 to 64 with income in the past 12 months at or below poverty level, 2017-21","Number of veterans age 18 to 64 with a disability, 2017-21","Number of veterans age 18 to 64 with income in the past 12 months at or below poverty level, 2017-21","Number of veterans age 18 to 64 in the civilian labor force, 2017-21"
00000,US,United States,69021,37638,17.04670519,12.63185031,5.777384811,7.691714615,40661636,16.9,12243219,69717,41393176,12.8,12443424,6.854719591,22.05090386,22.42295321,34.90513324,6.59306913,2.201437759,90.60732166,9.392678339,75.26371829,12.2175123,7.665560036,8.470910644,46169,34216,5.246737795,27.49200626,37.29118551,29.97007044,76.95733397,4.350882376,7.804893975,12.03489836,18.68309448,9.997473138,8848937,254296179,17431290,18754893,22577028,1630866,681297,6809906
01000,AL,Alabama,54943,30458,22.26193645,15.78512663,7.077315889,10.39058157,769819,22.7,250327,53990,800848,16.3,245896,8.416338597,24.01114378,26.72782404,34.55217104,5.449675999,1.304314365,89.42880451,10.57119549,70.46806939,24.04038849,2.300789607,4.085333005,44071,27851,5.60219809,27.82542524,37.26586037,29.3065163,71.76397317,4.004872728,8.874119275,15.27165645,22.04866639,13.78543333,175014,3859695,324845,380406,421418,38084,15328,125597
01001,AL,Autauga,62660,30968,18.67386389,13.57847378,6.2502163,8.592895178,7847,16.1,2199,66444,6296,10.7,2560,11.39941624,37.78225806,40.98790323,31.37096774,5.544354839,3.125,87.25806452,12.74193548,82.9233871,11.75403226,3.427419355,2.318548387,53955,27579,2.923013586,22.25195554,31.10333471,43.72169617,76.35087719,1.102941177,8.071906944,14.08112295,21.39584068,14.25816446,2850,43511,4960,4510,4454,607,229,2176
01003,AL,Baldwin,64346,35384,11.29982166,9.204904993,4.043401319,5.503711999,20598,16.4,8207,65658,25526,10.8,5449,11.19863959,20.10257442,22.47083669,45.34392599,5.410297667,1.568785197,91.34151247,8.65848753,89.2347144,6.008648431,2.051488335,3.786202735,44472,31097,4.714906674,26.77576068,33.71004858,34.79928407,77.59657645,4.724996274,4.825486062,9.552707168,15.90536425,10.51071743,8646,177593,19888,12661,11507,1358,412,6709
01005,AL,Barbour,36422,21325,43.74401226,26.47191011,12.82696629,26.72925848,5890,35.1,1776,38649,5089,23,2283,7.226806702,15.43252595,27.26643599,39.72318339,6.712802768,1.937716263,92.94117647,7.058823529,56.88581315,39.51557093,0.415224914,3.598615917,29712,19738,10.31141869,38.33910035,32.66435986,18.68512111,44.57478006,3.618421053,3.202846975,24.61163826,29.89323843,14.24133009,682,19995,1445,1696,2931,168,18,304
01007,AL,Bibb,54277,24787,28.04290718,16.94285714,9.076190476,17.51313485,3558,29,1275,48454,4204,20.6,1281,6.421348315,32.28346457,27.64654418,32.98337708,6.386701662,3.84951881,95.01312336,4.98687664,76.46544182,10.49868766,13.03587052,1.224846894,45750,23080,7.69903762,47.76902887,23.18460192,21.34733158,36.8159204,0,7.167832168,16.79987083,35.83916084,21.26422863,603,17800,1143,2634,2081,205,41,222
01009,AL,Blount,52830,27309,17.28166827,13.23663049,5.291223017,6.344745988,7720,16.7,2236,56894,6992,12,2337,7.128778651,19.69555763,17.4899037,34.20316869,4.721963343,1.801801802,93.01025163,6.989748369,95.02951227,0.994097546,2.951227089,2.640571606,35582,28812,6.544502618,32.26439791,42.40837696,18.78272251,66.60194175,16.13216715,11.58576052,11.36847872,34.62783172,14.07743349,1545,45155,3219,4625,3735,535,179,1029
01011,AL,Bullock,29063,21012,49.74805314,30.9345983,10.1937828,18.27759963,3065,41.7,903,32027,2764,32.1,1086,4.057899295,42.98780488,42.37804878,19.51219512,1.524390244,0,98.7804878,1.219512195,19.81707317,80.18292683,0,0,46827,21470,2.743902439,57.31707317,22.25609756,17.68292683,40.15444015,0,15.35433071,26.69383597,45.27559055,11.93751061,259,8083,328,703,1572,115,39,104
01013,AL,Butler,45236,23897,29.60556845,18.17700053,6.66136725,11.18329466,3430,34.2,1441,39442,4226,22.7,1276,6.784581111,13.6318408,21.79104478,36.61691542,8.756218906,0.497512438,96.21890547,3.781094527,63.78109453,30.74626866,0,5.472636816,45081,21816,5.074626866,34.22885572,45.77114428,14.92537313,74.37070938,10.15384615,18.03278689,16.71377059,17.56440281,13.71211383,437,14813,1005,1407,1715,75,77,325
01015,AL,Calhoun,50977,26440,21.60229476,17.53843981,8.329655586,11.17081448,19870,25.2,6205,48166,21630,19.2,5347,9.816641292,17.89166105,25.33153518,45.50460778,3.405259609,0.618116431,90.36862216,9.631377838,76.68015284,19.7684873,2.348842437,1.888064734,42192,24664,4.712929476,27.90461121,41.71564195,25.66681736,68.88104171,4.517782762,8.55351545,18.65740813,26.62337662,18.53801078,4531,90642,8898,11800,11876,1189,382,3121
01017,AL,Chambers,47232,24840,25.33333333,15.0713246,5.091703057,7.958333333,5177,32.2,2258,45447,6699,19.7,1824,8.034677887,17.29119639,27.04288939,44.10835214,1.625282167,0.225733634,91.96388262,8.036117382,58.28442438,36.38826185,3.74717833,2.799097066,43284,23179,11.82994455,26.89463956,39.92606285,21.34935305,66.84118674,0.391644909,9.578207381,13.44702842,32.42530756,16.52196382,1146,27568,2215,3197,2602,369,109,766
01019,AL,Cherokee,43475,26867,18.80704734,14.97337074,5.073789487,5.625132668,3683,26.6,1235,46365,4513,18.2,886,7.338036566,8.056872038,12.66079892,54.50236967,3.249830738,2.572782668,95.80230196,4.197698037,93.70345295,5.754908599,0,0.541638456,29609,25625,8.530805687,34.93568043,44.07582938,12.4576845,84.81375358,1.013513514,4.297994269,16.03206413,13.75358166,17.49212711,349,20128,1477,2444,2240,48,15,296
01021,AL,Chilton,56243,26426,16.16829596,15.7239819,6.004524887,3.76653249,6950,22.4,2362,55142,6973,15.5,1687,5.904080675,16.98113208,15.64051639,38.48063555,2.184707051,0.893743793,91.16186693,8.838133069,81.72790467,9.185700099,5.610724926,4.716981132,36787,27201,9.231536926,49.6506986,29.69061876,11.42714571,69.10401648,0.894187779,2.29645094,17.46919617,19.72860125,20.09387835,971,34112,2014,5137,4466,189,22,671
01023,AL,Choctaw,38581,25163,34.93740219,21.56629374,9.402523209,18.81846635,2718,32.4,809,40601,2893,23.3,893,6.731334509,26.49199418,23.87190684,18.19505095,7.860262009,3.493449782,91.26637555,8.733624454,42.50363901,57.49636099,0,0,32269,21872,15.03649635,37.08029197,36.93430657,10.94890511,57.72151899,4.824561404,6.075949367,21.46743126,31.89873418,20.49698574,395,10206,687,1394,1460,126,24,228
01025,AL,Clarke,44108,25263,29.8369672,21.90612902,10.55722302,13.18012178,5036,29.2,1419,45447,4366,19.4,1519,6.659322501,12.40694789,31.7617866,40.03308519,5.2936311,0.578990902,92.22497932,7.775020678,58.808933,39.95037221,1.240694789,0.744416873,30533,22900,9.925558313,40.11579818,39.70223325,10.25641026,58.91608392,1.18694362,14.16083916,21.68055447,22.55244755,18.17615451,572,18155,1209,2334,2784,129,81,337
01027,AL,Clay,45163,26255,22.67247153,16.92627952,5.59902376,9.845947756,2358,27.6,792,47036,2560,18.4,677,5.265518479,12.26575809,15.33219762,47.52981261,2.555366269,0,92.50425894,7.495741056,91.48211244,6.132879046,2.385008518,0.170357751,46875,23448,0,40.37478705,37.64906303,21.97614991,39.35742972,0,2.409638554,14.64513706,33.33333333,16.1472024,249,11148,587,1290,1170,83,6,98
01029,AL,Cleburne,48333,27026,20.29154519,14.17920473,5.333154218,5.772594752,2111,22.1,755,49769,2236,15,696,7.006808584,19.43419434,20.78720787,44.52644526,11.0701107,4.797047971,92.37392374,7.626076261,95.57195572,3.32103321,0,1.10701107,32644,27780,15.86715867,26.81426814,39.97539975,17.34317343,59.91735537,0,25.97402597,11.77380952,32.46753247,19.36904762,242,11603,813,1627,989,75,60,145
01031,AL,Coffee,59034,29688,25.01400336,15.94036697,7.327981651,12.25894215,8340,24.2,3087,55052,8516,15.9,3126,15.1475393,44.27649457,46.77309783,24.94904891,3.532608696,1.137907609,84.7486413,15.2513587,76.51154891,16.25339674,3.872282609,4.95923913,67531,24688,3.177314657,18.43184148,45.69525111,32.69559276,85.21074686,4.223315013,3.901234568,16.01599247,20.27160494,16.89793039,4057,38871,5888,4311,4086,821,158,3457
01033,AL,Colbert,52017,28090,23.42852315,15.13205869,6.957759004,12.00574518,8508,23.6,2841,53341,9396,16.5,2773,7.748937122,21.74415247,17.00837424,34.24776206,6.381749928,0.606410627,93.87814034,6.121859659,75.94571181,14.69823852,0.57753393,9.182789489,39631,28933,4.816446402,37.88546256,40.88105727,16.41703377,78.83977901,0.981079187,5.580110497,14.63869906,26.96132597,14.61022526,1810,44690,3463,4618,4627,488,101,1427
01035,AL,Conecuh,37986,22841,22.31303637,12.96864349,6.833674165,16.30568043,1522,33.9,762,35621,2528,22.4,546,5.929023266,6.329113924,35.98553345,35.08137432,4.701627486,0,83.72513562,16.27486438,68.89692586,26.94394213,1.446654611,4.159132007,38323,22076,12.47739602,28.57142857,33.63471971,25.3164557,68.16720257,0,4.966887417,12.58929989,36.75496689,18.0504842,311,9327,553,1137,793,111,15,212
01037,AL,Coosa,50013,26718,20.45990566,11.14754098,4.232488823,9.846698113,1122,29.9,499,45954,1754,17.1,347,8.681672026,15.47619048,22.35449735,35.31746032,3.174603175,0,88.0952381,11.9047619,74.6031746,22.61904762,2.380952381,0.793650794,35292,22800,7.275132275,34.25925926,40.07936508,18.38624339,57.10900474,2.489626556,10.28708134,9.122422916,29.66507177,19.21182266,422,8708,756,1053,500,124,43,241
01039,AL,Covington,46186,26138,25.8163894,18.03933286,8.024121258,13.2224276,6641,28.3,2304,44188,7317,19.8,2095,9.36212579,16.79501283,16.17161716,40.3740374,6.930693069,0.916758343,91.05243858,8.947561423,92.51925193,6.967363403,0,0.513384672,29811,26536,7.810781078,34.03006967,37.07370737,21.08544188,71.41659681,3.286384977,5.812973884,16.37987586,27.29570345,15.85507393,1193,29128,2727,3142,3246,324,69,852
01041,AL,Crenshaw,43103,28097,15.85488747,13.10107198,4.846860643,7.759489419,1711,28.9,854,38037,2267,17.5,472,5.638214565,16.49305556,16.14583333,44.79166667,4.6875,0,95.48611111,4.513888889,89.58333333,9.722222222,0,0.694444444,29432,23233,15.04424779,36.99115044,27.96460177,20,70.81545064,0,30.04291845,12.98383811,37.33905579,19.20412875,233,10216,576,1414,956,87,70,165
01043,AL,Cullman,52690,26508,14.93699416,12.21860843,5.725403647,7.591435304,10519,17.5,3432,55036,11898,13.5,2916,7.509934168,20.15794669,20.8094768,40.55281343,3.020730504,0.631786772,91.86574531,8.134254689,92.06317868,1.026653504,2.685093781,6.179664363,37367,26967,5.722772277,33.54455446,42.2970297,18.43564356,64.21011368,5.067155067,14.17322835,11.73981256,31.88976378,17.34238884,2551,67444,5065,8401,5687,810,360,1638
01045,AL,Dale,50052,26469,27.26867534,16.71052082,8.868980495,16.43786771,8002,22.7,2558,50086,7587,15.7,3059,15.4072315,29.6146789,35.6146789,35.79816514,3.614678899,0.697247706,86.62385321,13.37614679,68.93577982,19.96330275,5.247706422,10.0733945,48750,22784,4.380381879,28.43504306,42.21265444,24.97192063,69.71218206,5.424867979,6.14544213,16.70439302,29.08842608,19.45841717,2988,35373,5450,4642,3985,852,180,2083
01047,AL,Dallas,34957,20748,38.03107682,24.30519548,8.905423623,16.26643486,9375,45.4,3924,33159,10914,29.5,3500,6.444773507,19.21671018,21.51436031,35.14360313,8.877284595,2.193211488,93.78590078,6.214099217,32.95039164,66.4229765,0.313315927,0.313315927,28844,21570,9.546413502,25.94936709,53.27004219,11.23417722,62.59615385,1.996927803,12.21153846,21.14707126,20.96153846,15.84386303,1040,29714,1915,3373,4502,218,127,651
01049,AL,DeKalb,44037,23947,31.61751876,20.57219744,7.162382268,10.5333566,14525,29.3,4981,45062,13783,19.4,5436,6.616274557,15.78212291,22.87709497,35.33519553,5.698324022,0.335195531,89.24581006,10.75418994,92.65363128,1.452513967,2.011173184,5.782122905,32184,24427,11.87150838,32.40223464,37.29050279,18.43575419,68.51956892,1.158940397,11.32723112,18.86768799,16.24713959,13.1008199,1763,54109,3580,5225,7525,284,198,1208
01051,AL,Elmore,67597,31185,13.81956771,10.28199619,4.048460128,5.147749817,8470,17.3,3347,63147,10138,12,2647,10.07739223,31.75495709,39.86386505,32.24326724,4.631547795,0.961823025,84.77360166,15.22639834,77.70050311,17.80112459,1.228174016,3.743711157,51641,30702,4.577517635,19.63079694,36.59012457,39.20156086,73.82028112,3.468208093,6.781002639,10.37231713,24.01055409,12.16819974,3984,67061,6758,5556,4736,910,257,2941
01053,AL,Escambia,38464,19581,33.84559535,23.48629794,12.29800135,18.92545983,7979,29.9,2445,40506,8147,23.8,2797,7.289876924,15.48821549,21.98172198,37.37373737,6.301106301,1.491101491,86.05098605,13.94901395,74.26647427,20.53872054,0,5.194805195,34609,23089,6.64003994,51.07338992,22.86570145,19.4208687,58.98400753,11.48325359,13.06930693,22.62022127,44.95049505,18.57815752,1063,28519,2079,3392,4130,454,132,627
01055,AL,Etowah,46984,26026,24.29974536,16.01345537,6.214308065,10.51746089,16376,25,5464,46308,17605,17.4,5344,7.451246606,22.79277787,23.20689084,31.78731158,7.371210866,1.192645354,91.22080504,8.779194964,80.93423886,13.88106676,2.252774557,4.985920159,34397,25032,7.005312085,27.57304117,48.92098274,16.50066401,78.81269191,10.56277056,11.20027913,14.88098303,21.45847872,15.53313082,2931,81020,6037,9051,8671,615,321,2310
01057,AL,Fayette,43960,24268,32.40174672,21.33490771,9.359269157,15.37117904,3433,26.5,901,46122,3123,19.6,1113,6.472919419,10.44417767,18.00720288,44.41776711,3.721488595,2.040816327,97.4789916,2.521008403,81.51260504,16.08643457,0,2.400960384,36725,21568,6.12244898,49.33973589,26.17046819,18.36734694,56.69291339,0,24.67191601,19.54280592,29.39632546,20.23756163,381,12869,833,1806,1744,112,94,216
01059,AL,Franklin,43633,22500,30.09622689,18.06696147,6.734049274,8.850341859,5720,25.1,1968,45440,5995,18.9,2377,5.222259358,24.16,26.88,29.12,6.88,0,87.84,12.16,90.72,2.8,4.16,6.48,31687,25744,15.71313457,37.46978243,40.45124899,6.365834005,57.99418605,5.513784461,20.26239067,14.5047959,24.05247813,13.16640642,688,23936,1250,2361,2601,165,139,399
01061,AL,Geneva,43581,23338,35.24674435,23.51242496,5.254958584,9.544208362,6188,29.1,1672,43206,5566,21.1,2057,11.02121887,28.35164835,24.83516484,34.41758242,7.296703297,1.538461539,91.56043956,8.43956044,85.27472527,7.912087912,3.120879121,4.659340659,33873,22166,10.94505495,34.9010989,40.04395604,14.10989011,67.30449251,2.224969098,22.64309764,24.27889751,37.45791246,22.24912756,1202,20642,2275,3124,3409,445,269,809
01063,AL,Greene,28826,16282,61.37184116,39.79578648,14.9928913,34.23586041,3079,51.8,848,30225,2520,33.2,1020,9.212675596,25.17730496,5.496453901,32.09219858,11.87943262,0,63.65248227,36.34751773,24.11347518,74.29078014,1.595744681,1.595744681,38750,17932,1.95035461,23.22695035,64.89361702,9.929078014,16.08391608,0,42.65734266,37.4009901,72.02797203,25.1980198,286,6122,564,1018,1511,206,122,46
01065,AL,Hale,32294,20849,38.46153846,24.9124734,7.956339672,14.2351901,3629,32.6,1128,41995,3221,22.1,1305,7.605907845,26.86046512,16.97674419,35.58139535,6.279069767,1.046511628,91.1627907,8.837209302,46.04651163,53.95348837,0,0,37900,19316,19.39393939,43.63636364,21.45454545,15.51515152,60.99585062,14.62585034,25.5186722,20.0913242,17.01244813,20.49720954,482,11307,860,1616,1584,82,123,294
01067,AL,Henry,55870,28304,23.8294065,14.39453008,6.585497511,12.7348643,2400,24.6,867,56389,2694,15.6,799,9.350553506,30.30781373,22.7308603,39.30544594,5.367008682,0,90.6866614,9.313338595,78.37411208,17.28492502,2.999210734,4.10418311,43576,25252,7.489361702,29.10638298,37.27659574,26.12765957,66.37168142,1.333333333,13.12684366,11.97718631,22.86135693,16.73003802,678,13550,1267,1496,1071,155,89,450
01069,AL,Houston,50222,29388,26.03491684,17.66523132,7.77083868,12.76156672,18584,27.1,6511,48701,20210,19.1,6308,9.632639034,23.21610601,29.07747197,33.83027523,5.555555556,1.745667686,91.90876656,8.091233435,75.3695209,19.87767584,1.822120285,3.899082569,45998,26350,3.549382716,26.0159465,45.40895062,25.02572016,74.95224451,3.727301688,8.113298128,17.20730991,20.35525684,15.03782775,4188,81473,7848,8706,9962,848,338,3139
01071,AL,Jackson,43785,25153,25.71844307,17.61233633,5.55865331,8.257548199,9160,27,2906,46998,9851,18.9,2828,7.222959122,18.99833055,16.66110184,42.17028381,7.078464107,0.834724541,95.85976628,4.140233723,91.51919866,3.405676127,0.901502504,4.874791319,29800,24977,15.27027027,32.7027027,39.18918919,12.83783784,55.20581114,11.40350877,0.992555831,18.30627081,28.70140612,19.9436103,1239,41465,2995,5871,5389,347,12,684
01073,AL,Jefferson,58330,34860,22.83916525,15.89747566,7.317955594,11.16414849,104579,23.6,35575,55210,110131,16.9,34737,6.879003552,18.75878352,21.95457867,35.37579403,6.577098207,2.141773006,89.18994884,10.81005116,48.99376019,47.50688628,1.076507954,3.024340885,41359,31490,5.075969782,28.8685171,39.69385734,26.36165577,68.13892456,3.564697206,11.68187451,14.69447721,22.25413991,12.77647882,17909,517197,35578,48961,56311,3951,2074,12203
01075,AL,Lamar,43324,22678,18.79623403,16.27568119,5.464082763,8.977807666,2234,24.7,715,44265,2300,17,559,5.649303008,22.56493506,23.86363636,37.98701299,1.461038961,2.597402597,99.67532468,0.324675325,89.44805195,5.51948052,0,5.032467533,28897,22215,7.692307692,41.0801964,28.15057283,23.07692308,52.14723926,1.176470588,22.39263804,16.02787456,39.57055215,22.86250335,326,10904,616,1706,1196,129,73,170
01077,AL,Lauderdale,50000,29667,16.93923968,13.30227573,5.744562186,7.46777862,12164,22.8,4187,52222,14838,16.2,3128,7.399523389,18.87099692,21.15071467,35.13660214,5.663108377,0.488510946,92.7628008,7.237199204,86.23122851,8.521802063,1.935950787,4.197575538,47467,26766,6.247736327,29.89858747,35.94712061,27.9065556,71.96330275,13.71749108,10.37421267,14.09053403,15.37606521,10.68255522,2725,74694,5527,5567,7343,415,280,1961
01079,AL,Lawrence,51712,26810,24.51432565,15.38414578,5.619486585,10.07686932,5040,23,1638,55555,4566,13.9,1754,6.894414749,21.51685393,18.08988764,38.08988764,12.35955056,0,90.33707865,9.662921348,72.69662921,17.80898876,0,9.494382023,38007,27089,2.215909091,44.77272727,34.26136364,18.75,55.77956989,0,9.413369714,14.22762081,39.01773533,18.13572749,744,25818,1780,3434,2694,286,69,415
01081,AL,Lee,57191,30680,20.42960349,19.92484373,11.49324918,10.27684332,33086,18.4,6767,54188,30989,18,7409,7.839793588,29.42122187,32.71231322,27.49196141,5.144694534,1.484773974,90.00378286,9.996217136,70.50312086,21.165122,3.924721014,5.314923397,52688,26507,3.730051913,19.62122669,40.92482215,35.72389925,72.59372609,5.522765599,12.44253754,22.14947474,27.26019001,10.65384123,6535,134876,10574,10821,22497,1779,812,4744
01083,AL,Limestone,70736,33428,15.53772358,11.48487139,5.007457045,6.903662528,11243,11.8,2743,69207,10363,9.9,3466,8.84965904,29.26688751,34.23592107,29.16606654,3.701569927,0.648134812,92.15036728,7.849632724,80.42632868,10.19732104,5.041048538,5.818810313,56667,32689,6.022511329,25.34717147,32.05671685,36.57360035,76.23089983,2.068087814,6.789178152,9.811120918,16.94742215,12.0564872,4123,78455,6943,6830,5558,664,266,3143
01085,AL,Lowndes,31961,21936,32.28208498,21.48264674,9.271458067,18.17783618,2185,43,946,36993,2786,28.3,737,5.278959219,16.11374408,18.95734597,46.68246446,16.11374408,10.66350711,88.38862559,11.61137441,39.33649289,60.66350711,0,0,38015,20881,0.947867299,49.76303318,18.95734597,30.33175355,70.35175879,0,10.20408163,17.97227036,30.6122449,25.2339688,199,7994,422,1456,1037,60,20,140
01087,AL,Macon,39303,22542,33.70821618,22.15404395,10.97475456,19.93127148,3791,42.9,1368,35354,4725,27.5,1079,8.468974119,12.88659794,22.97496318,37.70250368,7.142857143,0.88365243,83.13696613,16.86303387,27.54050074,62.29749632,0,10.16200295,37472,17373,5.375552283,28.05596465,32.84241532,33.72606775,63.42668863,12.72727273,11.72529313,23.24519486,49.24623116,16.66135712,607,16035,1358,1569,2189,294,70,385
01089,AL,Madison,71153,40223,14.81499331,10.90565612,4.88084745,6.470113378,40583,13.9,11760,78386,39316,10.2,12296,11.42311951,33.78016086,36.66440798,26.41487199,4.964204696,0.989894824,85.84686091,14.15313909,68.96561883,22.9855935,3.821111864,5.344253602,68115,33842,3.34236138,15.5034376,30.18839846,50.96580255,80.78871697,3.282485876,4.225092251,10.9390089,14.91236162,10.40288091,21909,297143,33943,21868,22995,3233,916,17700
01091,AL,Marengo,35379,27823,31.13142857,22.31611894,7.736045905,10.10285714,4278,34.2,1445,42048,4602,24.6,1362,10.32275273,28.03617571,27.77777778,32.6873385,6.266149871,0.129198966,75.51679587,24.48320413,52.71317829,42.3126615,0.968992248,4.005167959,32258,21646,9.687906372,22.36671001,42.39271782,25.5526658,71.09067017,0,13.94736842,19.43585781,17.89473684,22.68160742,761,14996,1548,2348,2012,136,106,541
01093,AL,Marion,44551,23093,23.82730076,17.47613117,5.282274803,7.43385814,5052,24.5,1480,44636,5209,18.3,1468,6.461352657,20.22696929,21.96261682,32.17623498,7.142857143,0.600801068,97.32977303,2.670226969,98.86515354,0.667556742,0,0.46728972,27361,21472,9.456740443,24.2119383,50.23474178,16.09657948,50.22354694,0,0,17.10510141,40.15151515,24.71419791,671,23184,1498,4021,2783,265,0,337
01095,AL,Marshall,52938,27333,28.50842847,17.67642553,8.119065734,14.10790092,16960,22.3,5497,50858,15145,15.6,6917,7.964797087,24.0387946,20.9560097,40.3186699,4.624177347,1.974367856,89.83373744,10.16626256,93.14166955,2.320748182,1.645306547,3.238656044,34436,26928,8.54776172,27.19421925,39.76031019,24.49770885,70.14874915,4.240963855,8.494077834,15.65543639,22.19966159,12.26550953,2958,72494,5774,6473,8262,656,251,2075
01097,AL,Mobile,51169,27942,25.96701091,17.56578625,8.012691723,12.77447795,71693,24.8,23628,49848,74061,18.2,25094,8.728121132,20.08632259,24.53665083,36.38243082,5.023394146,1.247687788,91.70142541,8.298574589,62.99372529,30.73519278,2.981393493,3.815603351,39460,27817,5.835252824,32.36810354,37.4136229,24.38302073,68.48123802,3.98960104,10.72093825,16.76959165,17.35081062,11.10197189,14604,315887,27571,25510,38533,2515,1554,10001
01099,AL,Monroe,32631,21648,27.87949015,22.16855346,11.86918239,15.31865585,4406,33.2,1352,40997,4349,22.3,1203,6.639162171,20.6500956,15.39196941,33.17399618,2.772466539,1.7208413,96.27151052,3.728489484,56.40535373,36.52007648,2.390057361,4.684512428,38531,22239,14.52736318,33.23383085,37.31343284,14.92537313,56.55737705,0,9.836065574,24.15846945,21.72131148,16.48768162,488,15755,1046,1827,2677,106,48,276
01101,AL,Montgomery,52511,30100,30.67382275,19.62438045,8.983484679,14.6579681,43395,33.5,17790,50645,47309,21.7,16174,9.31331891,28.91573768,32.67110917,31.41309086,4.751821635,1.008905773,81.52830541,18.47169459,41.34645326,54.86703618,1.49467522,2.634365074,42605,26995,4.081632653,23.625151,33.7275097,38.56570666,70.03138605,4.192569033,7.930748497,17.85270544,26.75720506,14.39406859,9877,172409,16057,17725,21984,2581,765,6917
01103,AL,Morgan,56128,30412,19.28926744,14.5883154,5.695330145,8.610385428,17569,17,4774,56340,16459,13.5,5390,7.885852602,29.38879914,22.88637588,30.39849219,7.148626817,1.628971459,91.47819063,8.52180937,87.68174475,8.683360259,2.180936995,2.880990845,44091,28899,7.091132668,30.14072961,34.02104113,28.7470966,80.2605703,3.797856049,6.106304079,14.06178235,16.34116193,14.65145566,4068,94194,7428,9889,9491,661,247,3265
01105,AL,Perry,27057,15484,64.75365458,35.6925804,8.900987592,19.54520845,2819,50.3,849,31522,2591,33.7,1196,3.212616822,8.181818182,5.454545455,40.45454545,14.09090909,0,97.27272727,2.727272727,52.72727273,44.54545455,0,2.727272727,32378,14627,1.818181818,66.36363636,7.727272727,24.09090909,44.06779661,0,20,32.48116868,32.72727273,21.45628852,59,6848,220,940,1423,18,11,26
01107,AL,Pickens,43389,23896,38.0176698,22.67190346,6.676912568,11.92711209,3983,30.1,1064,43926,3591,21.1,1377,7.17367506,18.04308797,21.0951526,40.7540395,8.168761221,0,94.52423698,5.475763016,52.96229803,44.88330341,1.256732496,2.154398564,31552,21354,5.218216319,54.36432638,25.33206831,15.08538899,60.3960396,0,4.12371134,21.1184545,24.74226804,23.34519573,505,15529,1114,2296,2077,120,20,305
